,Occupancy,WorkingHours,Delta Temperature,Delta Humidity,Delta Light,Delta CO2
2228,0,0,-1.067499999999999,4.125,4.67,-75.5
2722,0,0,-1.0899999999999999,4.149999999999999,4.67,-84.0
846,0,0,-1.0599999999999987,4.149999999999999,0.0033333333333303017,-81.66666666666703
9397,0,0,-1.067499999999999,4.099999999999998,2.67,-72.75
4596,0,0,-1.0599999999999987,4.0833333333333,2.67,-79.33333333333297
10847,0,0,-0.8399999999999999,1.6999999999999993,-60.75,-70.83333333333297
1462,0,0,-0.8325000000000031,1.6750000000000007,-59.25,-70.75
4285,0,0,-0.8325000000000031,1.6499999999999986,-49.75,-64.25
160,0,0,-0.8399999999999999,1.6666666666666998,-43.75,-63.5
8162,0,0,-0.8100000000000023,1.5500000000000007,-57.5,-66.25
3375,0,0,-0.8100000000000023,1.6000000000000014,-61.0,-63.75
10356,0,0,-0.8100000000000023,1.6000000000000014,-70.25,-66.5
6072,0,0,-0.8100000000000023,1.5749999999999993,-83.75,-64.0
9512,0,0,-0.8100000000000023,1.5,-78.25,-62.5
2018,0,0,-0.8100000000000023,1.6000000000000014,-79.75,-61.5
10578,0,0,-0.8100000000000023,1.5,-82.75,-68.75
597,0,0,-0.8100000000000023,1.5,-82.75,-66.5
882,0,0,-0.8325000000000031,1.5,-76.25,-65.0
7868,0,0,-0.8100000000000023,1.5,-72.75,-68.5
10059,0,0,-0.8100000000000023,1.5,-83.75,-71.5
7339,0,0,-0.8100000000000023,1.5,-83.75,-71.16666666666703
2423,0,0,-0.8550000000000004,1.4450000000000003,-61.75,-73.75
625,0,0,-0.8100000000000023,1.4175000000000004,-59.0,-67.5
7017,0,0,-0.8100000000000023,1.3900000000000006,-53.75,-66.25
1838,0,0,-0.8100000000000023,1.3900000000000006,-14.25,-66.5
3313,0,0,-0.8100000000000023,1.3900000000000006,57.75,-61.75
7717,0,0,-0.8100000000000023,1.3649999999999984,76.25,-63.75
547,0,0,-0.7100000000000009,1.1999999999999993,56.25,-72.75
888,0,0,-0.7100000000000009,1.1499999999999986,77.75,-73.0
7736,0,0,-0.6733333333333036,1.0333333333333066,-52.75,-74.83333333333297
10812,0,0,-0.6275000000000013,1.0749999999999993,-55.5,-76.75
6408,0,0,-0.6366666666666987,1.0666666666666984,-63.75,-72.83333333333297
6584,0,0,-0.6366666666666987,1.0666666666666984,-46.75,-72.16666666666703
5624,0,0,-0.7100000000000009,1.0333333333333066,-60.5,-72.5
5859,0,0,-0.7100000000000009,1.0749999999999993,-75.75,-75.0
5352,0,0,-0.682500000000001,1.1000000000000014,-75.75,-71.25
5518,0,0,-0.7100000000000009,1.1000000000000014,-65.75,-66.5
5370,0,0,-0.7100000000000009,1.0666666666666984,-65.75,-68.5
5016,0,0,-0.7100000000000009,1.0500000000000007,-65.75,-71.5
11365,0,0,-0.735000000000003,1.1000000000000014,-65.75,-74.5
8043,0,0,-0.7100000000000009,1.1000000000000014,-65.75,-71.5
6084,0,0,-2.043333333333301,1.6000000000000014,-115.5,-75.17000000000002
11921,0,0,-2.009999999999998,1.5749999999999993,-133.5,-75.67000000000002
5426,0,0,-2.009999999999998,1.5,-120.0,-73.17000000000002
10312,0,0,-2.009999999999998,1.5,-120.0,-73.42000000000002
388,0,0,-2.035,1.6000000000000014,-120.0,-75.42000000000002
10369,0,0,-2.1099999999999994,1.6000000000000014,-122.5,-78.42000000000002
9849,0,0,-2.049999999999997,1.5799999999999983,-122.5,-80.92000000000002
6838,0,0,-2.0849999999999973,1.5500000000000007,-122.5,-80.67000000000002
4693,0,0,-2.0849999999999973,1.5749999999999993,-122.5,-79.17000000000002
3977,0,0,-2.1099999999999994,1.6000000000000014,-122.5,-78.17000000000002
8189,0,0,-2.1099999999999994,1.6000000000000014,-129.16666666666669,-77.17000000000002
4146,0,0,-2.0849999999999973,1.6000000000000014,-132.5,-66.17000000000002
11934,0,0,-2.1099999999999994,1.6333333333333009,-129.16666666666669,-66.17000000000002
931,0,0,-2.1099999999999994,1.6000000000000014,-127.5,-77.67000000000002
8810,0,0,-2.1099999999999994,1.6000000000000014,-122.5,-75.67000000000002
9317,0,0,-2.0849999999999973,1.6000000000000014,-122.5,-77.17000000000002
3090,0,0,-2.1099999999999994,1.6000000000000014,-122.5,-79.83666666666704
10055,0,0,-2.1099999999999994,1.6000000000000014,-122.5,-82.17000000000002
6213,0,0,-2.1099999999999994,1.5,-122.5,-74.42000000000002
863,0,0,-2.043333333333301,1.6000000000000014,-122.5,-80.50333333333299
8799,0,0,-2.1099999999999994,1.5,-122.5,-77.83666666666704
5034,0,0,-2.1099999999999994,1.5599999999999987,-122.5,-77.67000000000002
2145,0,0,-2.1099999999999994,1.5,-122.5,-79.17000000000002
7871,0,0,-2.1099999999999994,1.5,-134.5,-76.50333333333299
4679,0,0,-2.1099999999999994,1.6000000000000014,-140.5,-70.17000000000002
1619,0,0,-2.1325000000000003,1.5500000000000007,-140.5,-68.42000000000002
1118,0,0,-2.1549999999999976,1.5500000000000007,-122.5,-69.67000000000002
6031,0,0,-2.1325000000000003,1.5749999999999993,-132.5,-70.67000000000002
1516,0,0,-2.169999999999998,1.5333333333333066,-129.16666666666669,-74.17000000000002
8451,0,0,-2.1325000000000003,1.5249999999999986,-120.0,-77.17000000000002
10201,0,0,-2.139999999999997,1.5666666666666984,-133.5,-73.83666666666704
364,0,0,-2.1549999999999976,1.5249999999999986,-126.75,-71.92000000000002
5959,0,0,-2.139999999999997,1.5666666666666984,-115.5,-73.83666666666704
2235,0,0,-2.1325000000000003,1.5749999999999993,-120.0,-78.92000000000002
719,0,0,-2.169999999999998,1.5,-115.5,-76.50333333333299
6716,0,0,-2.1774999999999984,1.5,-120.0,-79.17000000000002
1692,0,0,-2.169999999999998,1.5333333333333066,-115.5,-69.50333333333299
8624,0,0,-2.1549999999999976,1.5500000000000007,-126.75,-74.17000000000002
5965,0,0,-3.0500000000000007,1.8333333333333073,-210.62,-73.58333333333297
7929,0,0,-3.057500000000001,1.8249999999999993,-215.12,-79.25
5461,0,0,-3.035,1.8500000000000014,-227.62,-76.75
9194,0,0,-3.035,1.8500000000000014,-222.62,-76.0
315,0,0,-3.0500000000000007,1.9333333333333016,-235.62,-76.25
9819,0,0,-3.035,1.9000000000000021,-224.62,-71.25
524,0,0,-3.080000000000002,1.9000000000000021,-224.62,-75.5
4272,0,0,-3.080000000000002,1.9000000000000021,-228.12,-75.25
51,0,0,-3.080000000000002,1.9666666666667005,-225.62,-77.58333333333297
263,0,0,-3.080000000000002,2.0,-216.37,-77.25
2270,0,0,-3.1466666666667003,2.030000000000001,-216.62,-74.91666666666703
9832,0,0,-3.1466666666667003,2.1900000000000013,-210.62,-81.25
9651,0,0,-3.1799999999999997,2.1900000000000013,-223.12,-82.25
9530,0,0,-3.1799999999999997,2.1900000000000013,-223.12,-80.75
1456,0,0,-3.1799999999999997,2.1900000000000013,-227.62,-77.0
8202,0,0,-3.1799999999999997,2.1900000000000013,-228.62,-70.75
7087,0,0,-3.1799999999999997,2.1900000000000013,-228.62,-69.91666666666703
4955,0,0,-3.1799999999999997,2.1900000000000013,-217.62,-73.25
9940,0,0,-3.1799999999999997,2.1900000000000013,-217.62,-73.5
9524,0,0,-3.1799999999999997,2.1900000000000013,-235.62,-72.25
4827,0,0,-3.1799999999999997,2.1900000000000013,-228.12,-73.25
3846,0,0,-3.1799999999999997,2.1900000000000013,-232.28666666666666,-75.91666666666703
8387,0,0,-3.1799999999999997,2.3000000000000007,-226.62,-69.25
7494,0,0,-3.1799999999999997,2.3000000000000007,-223.12,-71.25
4205,0,0,-3.2300000000000004,2.3500000000000014,-215.12,-75.25
1702,0,0,-3.1799999999999997,2.3000000000000007,-215.12,-72.0
9936,0,0,-3.1799999999999997,2.3000000000000007,-210.62,-71.25
236,0,0,-3.1799999999999997,2.3000000000000007,-217.62,-70.75
7039,0,0,-3.1799999999999997,2.3000000000000007,-224.2866666666667,-71.91666666666703
5475,0,0,-3.1799999999999997,2.3000000000000007,-223.12,-74.25
111,0,0,-3.1799999999999997,2.226666666666695,-210.62,-73.25
8577,0,0,-3.1300000000000026,2.1900000000000013,-228.62,-73.75
7025,0,0,-3.080000000000002,2.164999999999999,-210.62,-77.5
7577,0,0,-3.080000000000002,2.09,-202.2866666666667,-80.58333333333297
8229,0,0,-3.4549999999999983,2.167499999999997,-189.42000000000002,-79.04000000000002
8677,0,0,-3.4549999999999983,2.1449999999999996,-139.92000000000002,-81.54000000000002
4920,0,0,-3.41,2.167499999999997,-55.170000000000016,-74.79000000000002
2601,0,0,-3.41,2.099999999999998,-154.00333333333302,-70.79000000000002
11802,0,0,-3.384999999999998,2.099999999999998,-170.92000000000002,-74.54000000000002
25,0,0,-3.41,2.099999999999998,-175.67000000000002,-74.45666666666705
3577,0,0,-3.335000000000001,2.0749999999999993,-175.17000000000002,-70.04000000000002
6388,0,0,-3.3099999999999987,2.0333333333332995,-163.00333333333333,-71.45666666666705
5799,0,0,-3.3099999999999987,1.9333333333333051,-182.67000000000002,-73.123333333333
11426,0,0,-3.3099999999999987,1.8999999999999986,-177.17000000000002,-77.04000000000002
2302,0,0,-3.3099999999999987,1.8999999999999986,-146.67000000000002,-75.79000000000002
1077,0,0,-3.3099999999999987,1.8999999999999986,-106.42000000000002,-78.79000000000002
10240,0,0,-3.3099999999999987,1.8999999999999986,-190.00333333333333,-77.79000000000002
4262,0,0,-3.3099999999999987,1.8999999999999986,-194.17000000000002,-78.54000000000002
4638,0,0,-3.2733333333333015,1.8999999999999986,-202.67000000000002,-77.79000000000002
2543,0,0,-3.282499999999999,1.8724999999999987,-209.67000000000002,-76.79000000000002
1620,0,0,-3.227499999999999,1.8999999999999986,-194.67000000000002,-82.29000000000002
9705,0,0,-3.099999999999998,1.6449999999999996,20.829999999999984,-73.04000000000002
5441,0,0,-3.0249999999999986,1.5999999999999979,-168.17000000000002,-77.04000000000002
11055,0,0,-3.0500000000000007,1.5499999999999972,-188.67000000000002,-81.79000000000002
7075,0,0,-3.0749999999999993,1.5249999999999986,-199.42000000000002,-79.04000000000002
756,0,0,-3.0333333333332995,1.5666666666666984,-193.00333333333333,-78.79000000000002
1119,0,0,-3.0500000000000007,1.5499999999999972,-206.67000000000002,-78.79000000000002
3302,0,0,-3.0500000000000007,1.5499999999999972,-188.67000000000002,-78.29000000000002
95,0,0,-3.0749999999999993,1.5249999999999986,-186.92000000000002,-77.54000000000002
443,0,0,-3.0666666666666984,1.5333333333332995,-172.00333333333333,-77.123333333333
11219,0,0,-3.0500000000000007,1.5499999999999972,-175.17000000000002,-78.29000000000002
6599,0,0,-3.099999999999998,1.5,-156.92000000000002,-83.29000000000002
1611,0,0,-3.0666666666666984,1.5,-30.670000000000016,-82.79000000000002
8433,0,0,-3.0,1.5,-95.42000000000002,-83.54000000000002
9736,0,0,-3.0,1.5,-78.00333333333302,-80.79000000000002
3183,0,0,-2.977499999999999,1.3999999999999986,-15.670000000000016,-77.54000000000002
4138,0,0,-2.91,1.317499999999999,36.829999999999984,-80.29000000000002
9079,0,0,-2.8099999999999987,1.2399999999999984,33.829999999999984,-79.79000000000002
5760,0,0,-2.6999999999999993,1.1224999999999987,31.829999999999984,-80.04000000000002
1393,0,0,-2.6666666666666963,1.0,-62.670000000000016,-76.45666666666705
8182,0,0,-2.5666666666666984,0.8999999999999986,-13.336666666667014,-75.79000000000002
7384,0,0,-2.5749999999999993,0.8449999999999989,-9.170000000000016,-78.79000000000002
9715,0,0,-2.5,0.764999999999997,-63.920000000000016,-79.04000000000002
1973,0,0,-2.41,0.7149999999999999,23.079999999999984,-76.79000000000002
1446,0,0,-2.41,0.629999999999999,-3.336666666667014,-78.123333333333
11465,0,0,-1.8999999999999986,3.0,104.33000000000001,-173.66666666666703
4732,0,0,-1.8449999999999989,2.9250000000000007,97.33000000000001,-176.25
990,0,0,-1.817499999999999,2.772500000000001,97.33000000000001,-174.25
7141,0,0,-1.7899999999999991,2.6233333333333064,97.33000000000001,-171.66666666666703
11664,0,0,-1.7650000000000006,2.522500000000001,97.33000000000001,-174.25
3712,0,0,-1.7399999999999984,2.5,94.33000000000001,-166.75
1558,0,0,-1.6899999999999977,2.400000000000002,91.33000000000001,-174.0
8354,0,0,-1.6899999999999977,2.400000000000002,89.58000000000001,-175.5
7399,0,0,-1.6649999999999991,2.3000000000000007,79.58000000000001,-169.5
8768,0,0,-1.5899999999999999,2.3000000000000007,83.08000000000001,-169.0
1654,0,0,-1.5899999999999999,2.217500000000001,87.83000000000001,-169.0
2454,0,0,-1.5899999999999999,2.0450000000000017,84.33000000000001,-176.0
10443,0,0,-1.5899999999999999,1.9666666666667005,92.66333333333304,-179.0
1567,0,0,-1.5449999999999982,1.9000000000000021,6.8300000000000125,-174.0
10607,0,0,-1.567499999999999,1.9000000000000021,-69.91999999999999,-169.5
9315,0,0,-1.5899999999999999,1.9000000000000021,47.83000000000001,-174.5
8706,0,0,-1.5449999999999982,1.8249999999999993,-3.1699999999999875,-176.25
2679,0,0,-1.5899999999999999,1.745000000000001,69.33000000000001,-181.0
10179,0,0,-1.5899999999999999,1.5600000000000023,-78.66999999999999,-177.33333333333297
10103,0,0,-1.5899999999999999,1.5899999999999999,-52.41999999999999,-172.25
10428,0,0,-1.6099999999999994,1.5899999999999999,-71.26999999999998,-172.25
8316,0,0,-1.6899999999999977,1.5,-40.66999999999999,-173.0
11140,0,0,-1.6899999999999977,1.4499999999999993,1.5800000000000125,-172.0
9064,0,0,-1.6649999999999991,1.4499999999999993,37.83000000000001,-171.5
3165,0,0,-1.6400000000000006,1.4499999999999993,34.33000000000001,-174.0
6405,0,0,-1.5899999999999999,1.4250000000000007,-10.919999999999987,-178.25
880,0,0,-1.5899999999999999,1.4000000000000021,41.33000000000001,-176.0
5729,0,0,-1.5899999999999999,1.263333333333307,-34.336666666666986,-176.0
11634,0,0,-1.5899999999999999,1.1900000000000013,29.580000000000013,-177.0
6216,0,0,-1.5899999999999999,1.1900000000000013,-20.169999999999987,-180.5
5704,0,0,-1.5899999999999999,1.1233333333333064,3.3300000000000125,-178.0
2911,0,0,-1.5899999999999999,0.9750000000000014,-90.16999999999999,-176.25
8964,0,0,-1.6899999999999977,0.8475000000000001,-16.169999999999987,-177.25
10563,0,0,-1.6649999999999991,0.7974999999999994,14.330000000000013,-175.5
9356,0,0,-1.6400000000000006,0.8500000000000014,32.08000000000001,-176.5
11119,0,0,-1.6149999999999984,0.692499999999999,27.580000000000013,-184.0
2935,0,0,-1.5899999999999999,0.5899999999999999,-26.669999999999987,-173.25
2339,0,0,-1.5899999999999999,0.5899999999999999,15.330000000000013,-176.25
5492,0,0,-1.5899999999999999,0.5899999999999999,18.330000000000013,-173.0
7786,0,0,-1.5899999999999999,0.5450000000000017,18.330000000000013,-173.0
2218,0,0,-1.5899999999999999,0.4750000000000014,-31.669999999999987,-178.0
1918,0,0,-1.3000000000000007,0.3000000000000007,44.0,-94.66666666666703
11886,0,0,-1.3000000000000007,0.27250000000000085,-21.75,-90.5
1021,0,0,-1.3249999999999993,0.27250000000000085,27.0,-95.25
4379,0,0,-1.3333333333333002,0.3000000000000007,66.333333333333,-93.66666666666703
6591,0,0,-1.375,0.21750000000000114,66.5,-84.0
283,0,0,-1.3249999999999993,0.19000000000000128,56.25,-86.5
8015,0,0,-1.3000000000000007,0.19000000000000128,63.25,-92.75
10968,0,0,-1.3000000000000007,0.1566666666666947,44.0,-88.0
5389,0,0,-1.3249999999999993,0.08999999999999986,59.25,-81.75
89,0,0,-1.3000000000000007,0.12333333333330643,71.0,-88.66666666666703
9196,0,0,-1.3000000000000007,0.045000000000001705,20.25,-91.75
4062,0,0,-1.3000000000000007,0.022500000000000853,-14.0,-89.5
6439,0,0,-1.3999999999999986,-0.05000000000000071,9.75,-89.0
11046,0,0,-1.3999999999999986,-0.0666666666666984,26.0,-85.0
2398,0,0,-1.3999999999999986,-0.07499999999999929,-0.25,-90.0
3380,0,0,-1.3999999999999986,-0.07499999999999929,29.25,-85.0
8138,0,0,-1.3999999999999986,0.0,-12.0,-93.0
3851,0,0,-1.5,0.0,-4.3333333333333,-93.33333333333297
53,0,0,-1.5,0.0,-22.5,-92.0
9728,0,0,-1.5,0.054000000000002046,-26.5,-86.5
5456,0,0,-1.5,0.08999999999999986,-20.200000000000003,-89.0
8519,0,0,-1.5366666666666973,0.030000000000001137,-17.0,-89.33333333333297
681,0,0,-1.6099999999999994,0.0,22.0,-82.75
10030,0,0,-1.6099999999999994,0.0,-18.0,-85.25
305,0,0,-1.6099999999999994,0.0,-12.75,-89.5
2474,0,0,-1.6099999999999994,0.0,-27.0,-87.0
2772,0,0,-1.6350000000000016,0.0,-27.0,-86.25
925,0,0,-1.6099999999999994,0.0,-13.6666666666667,-89.33333333333297
3884,0,0,-1.6433333333333024,0.0,-15.6666666666667,-86.66666666666703
9487,0,0,-1.6600000000000001,0.022500000000000853,-16.25,-88.5
6070,0,0,-1.7100000000000009,0.0,-6.25,-84.75
1889,0,0,-1.7100000000000009,0.0,-0.3333333333333002,-92.33333333333297
7021,0,0,-1.6849999999999987,0.0,-26.75,-88.5
4558,0,0,-1.7100000000000009,0.030000000000001137,-24.0,-88.66666666666703
5986,0,0,-1.7100000000000009,0.0,-37.5,-92.5
9297,0,0,-1.7100000000000009,0.0,-37.5,-89.5
5360,0,0,-1.2100000000000009,-0.08999999999999986,9.0,-89.25
10310,0,0,-1.2100000000000009,-0.11499999999999844,10.75,-93.0
3536,0,0,-1.2100000000000009,-0.08999999999999986,-5.6666666666667,-88.75
3428,0,0,-1.2100000000000009,-0.08999999999999986,14.0,-91.75
11214,0,0,-1.2774999999999999,-0.067499999999999,-6.0,-87.0
9073,0,0,-1.254999999999999,-0.04499999999999815,4.5,-85.5
2918,0,0,-1.3000000000000007,-0.12333333333329932,-4.0,-90.08333333333297
4556,0,0,-1.3000000000000007,-0.08999999999999986,-1.0,-93.25
11618,0,0,-1.3000000000000007,-0.08999999999999986,13.0,-92.25
6526,0,0,-1.3000000000000007,-0.08999999999999986,5.0,-87.08333333333297
684,0,0,-1.3000000000000007,-0.08999999999999986,12.5,-90.25
6498,0,0,-1.375,-0.067499999999999,19.25,-90.5
2827,0,0,-1.3500000000000014,-0.022500000000000853,8.75,-90.5
11665,0,0,-1.3500000000000014,0.0,10.75,-86.5
7523,0,0,-1.3249999999999993,-0.022500000000000853,10.75,-90.5
11100,0,0,-1.3500000000000014,-0.022500000000000853,12.0,-86.0
991,0,0,-1.3500000000000014,-0.022500000000000853,2.25,-87.0
7204,0,0,-1.3999999999999986,0.0,-4.0,-85.08333333333297
2929,0,0,-1.3999999999999986,-0.029999999999997584,3.6666666666667,-84.25
5694,0,0,-1.3999999999999986,-0.022500000000000853,-3.0,-89.25
11239,0,0,-1.3999999999999986,0.0,-9.5,-86.75
11806,0,0,-1.4250000000000007,-0.022500000000000853,-16.5,-90.25
10350,0,0,-1.4333333333333016,-0.029999999999997584,-6.0,-88.08333333333297
1333,0,0,-1.4250000000000007,0.0,-6.0,-92.25
6446,0,0,-1.4499999999999993,0.0,5.0,-92.25
8733,0,0,-1.5,0.0,-2.3333333333333,-87.75
1273,0,0,-1.5,0.0,-9.5,-89.25
5967,0,0,-1.5,0.0,1.5,-84.75
3782,0,0,-1.5,0.07499999999999929,-13.0,-89.75
4025,0,0,-1.5,0.10000000000000142,-13.0,-89.25
8800,0,0,-1.5366666666666973,0.10000000000000142,-13.0,-91.08333333333297
11473,0,0,-1.5733333333333022,0.10000000000000142,-13.0,-89.41666666666703
10589,0,0,-1.6099999999999994,0.10000000000000142,-13.0,-92.0
11111,0,0,-1.6099999999999994,0.15500000000000114,-13.0,-92.75
7719,0,0,-1.6099999999999994,0.182500000000001,-13.0,-88.5
628,0,0,-1.6099999999999994,0.182500000000001,-22.0,-89.25
1643,0,0,-1.6099999999999994,0.21000000000000085,-19.25,-88.25
11988,0,0,-1.6099999999999994,0.21000000000000085,-31.0,-89.75
10106,0,0,-1.6099999999999994,0.23499999999999943,-26.5,-86.0
1289,0,0,-1.6099999999999994,0.21000000000000085,-16.5,-88.25
708,0,0,-1.6350000000000016,0.23499999999999943,-23.75,-90.5
11978,0,0,-1.6600000000000001,0.26000000000000156,-16.5,-90.25
7065,0,0,-1.6600000000000001,0.26000000000000156,-16.5,-89.75
7233,0,0,-0.3100000000000023,-0.4499999999999993,14.3333333333333,-78.66666666666703
1938,0,0,-0.3100000000000023,-0.4499999999999993,9.5,-75.75
10218,0,0,-0.3100000000000023,-0.4499999999999993,14.3333333333333,-78.66666666666703
7496,0,0,-0.3100000000000023,-0.4499999999999993,10.399999999999999,-77.25
6242,0,0,-0.3100000000000023,-0.4499999999999993,12.6666666666667,-79.0
1519,0,0,-0.3100000000000023,-0.4499999999999993,15.5,-82.0
11010,0,0,-0.3100000000000023,-0.4499999999999993,15.5,-78.25
9223,0,0,-0.3550000000000004,-0.3500000000000014,15.5,-77.0
10796,0,0,-0.40000000000000213,-0.3500000000000014,7.0,-76.0
6475,0,0,-0.40000000000000213,-0.3500000000000014,7.0,-72.25
3012,0,0,-0.40000000000000213,-0.3200000000000003,7.0,-76.66666666666703
3716,0,0,-0.40000000000000213,-0.26000000000000156,7.0,-78.5
2665,0,0,-0.40000000000000213,-0.26000000000000156,7.0,-80.66666666666703
8120,0,0,-0.45000000000000284,-0.3049999999999997,7.0,-82.25
4224,0,0,-0.40000000000000213,-0.26000000000000156,7.0,-82.0
2867,0,0,-0.5,-0.3500000000000014,7.0,-83.0
2689,0,0,-0.4333333333333016,-0.1933333333333067,7.0,-84.33333333333297
5434,0,0,-0.46666666666670054,-0.226666666666695,7.0,-87.0
859,0,0,-0.4750000000000014,-0.26000000000000156,-2.0,-83.25
10975,0,0,-0.5,-0.3200000000000003,-11.0,-74.66666666666703
9860,0,0,-0.5,-0.26000000000000156,-11.0,-74.75
7209,0,0,-0.5,-0.28999999999999915,-11.0,-71.0
2989,0,0,-0.5,-0.3500000000000014,2.5,-72.0
10861,0,0,-0.5,-0.21000000000000085,2.5,-83.5
5074,0,0,-0.5200000000000031,-0.26000000000000156,-0.1999999999999993,-78.25
4716,0,0,-0.5500000000000007,-0.18500000000000227,2.5,-76.5
3732,0,0,-0.5666666666666984,-0.16000000000000014,7.0,-70.0
583,0,0,-0.6000000000000014,-0.16000000000000014,-1.5,-77.0
7482,0,0,-0.5750000000000028,-0.16000000000000014,-5.5,-75.5
4245,0,0,-0.6000000000000014,-0.16000000000000014,5.3333333333333,-74.0
9560,0,0,-0.6000000000000014,-0.16000000000000014,0.0,-74.5
6228,0,0,-0.6000000000000014,-0.16000000000000014,0.0,-75.5
562,0,0,-0.5750000000000028,-0.10500000000000043,0.0,-78.0
7236,0,0,-0.6000000000000014,-0.13250000000000028,0.0,-74.25
4997,0,0,-0.6000000000000014,-0.10500000000000043,0.0,-78.0
7554,0,0,-0.6000000000000014,-0.05000000000000071,0.0,-76.66666666666703
5631,0,0,-0.6000000000000014,-0.05000000000000071,0.0,-78.25
2139,0,0,-0.6000000000000014,0.0,0.0,-85.5
7212,0,0,-0.6000000000000014,-0.05000000000000071,0.0,-84.0
3202,0,0,-0.6275000000000013,-0.05000000000000071,0.0,-76.75
988,0,0,-0.6000000000000014,0.05000000000000071,-13.5,-75.5
10768,0,0,-0.6000000000000014,0.05000000000000071,-18.0,-75.5
1418,0,0,-0.6275000000000013,0.02499999999999858,-18.0,-75.25
10237,0,0,-0.682500000000001,0.02499999999999858,-18.0,-77.0
5196,0,0,-0.682500000000001,0.02499999999999858,-18.0,-79.0
8697,0,0,-0.682500000000001,0.07499999999999929,-18.0,-79.75
4691,0,0,-1.0,-1.0,0.0,-90.66999999999996
1127,0,0,-1.0,-1.0,0.0,-94.91999999999996
2613,0,0,-0.9633333333333027,-0.9666666666667005,0.0,-90.66999999999996
2916,0,0,-0.9633333333333027,-0.9666666666667005,0.0,-85.66999999999996
6296,0,0,-0.9633333333333027,-0.9666666666667005,0.0,-87.33666666666699
3564,0,0,-1.0,-1.0,5.5,-84.16999999999996
7187,0,0,-0.9633333333333027,-0.9333333333333016,14.6666666666667,-86.66999999999996
11720,0,0,-1.0,-0.9000000000000021,11.0,-90.66999999999996
4922,0,0,-1.0,-0.9666666666667005,14.6666666666667,-89.66999999999996
4287,0,0,-1.0,-0.9500000000000028,11.0,-90.16999999999996
4709,0,0,-1.0,-0.9500000000000028,11.0,-86.91999999999996
3051,0,0,-0.9450000000000003,-0.9000000000000021,11.0,-79.16999999999996
9746,0,0,-1.0,-0.9000000000000021,14.6666666666667,-87.66999999999996
8628,0,0,-1.0,-0.9750000000000014,11.0,-93.16999999999996
11056,0,0,-1.0,-0.9500000000000028,2.5,-89.16999999999996
4785,0,0,-1.0,-0.9000000000000021,1.0,-88.16999999999996
6585,0,0,-1.0,-0.9000000000000021,3.3333333333333304,-93.00333333333293
1677,0,0,-1.0,-0.9000000000000021,8.0,-91.00333333333293
3872,0,0,-1.0,-0.9000000000000021,8.0,-92.91999999999996
9557,0,0,-1.0,-0.9000000000000021,8.0,-92.00333333333293
2955,0,0,-0.9725000000000001,-0.9000000000000021,8.0,-88.66999999999996
3462,0,0,-1.0,-0.9000000000000021,8.0,-94.16999999999996
829,0,0,-1.0,-0.9000000000000021,8.0,-91.66999999999996
11904,0,0,-0.9633333333333027,-0.870000000000001,-1.3333333333333304,-86.00333333333293
7014,0,0,-1.0,-0.9000000000000021,-6.0,-86.66999999999996
9868,0,0,-1.0,-0.9000000000000021,-6.0,-87.66999999999996
6925,0,0,-1.0,-0.9000000000000021,-6.0,-90.66999999999996
9382,0,0,-0.9450000000000003,-0.9000000000000021,-6.0,-86.66999999999996
11754,0,0,-1.0,-0.9000000000000021,-6.0,-92.66999999999996
4093,0,0,-1.0,-0.9000000000000021,-6.0,-91.33666666666699
2413,0,0,-1.0,-0.9000000000000021,-6.0,-89.66999999999996
8441,0,0,-1.0,-0.9000000000000021,-6.0,-87.66999999999996
5883,0,0,-1.0,-0.9000000000000021,-6.0,-85.66999999999996
3592,0,0,-1.0,-0.9000000000000021,-6.0,-86.16999999999996
3576,0,0,-1.0,-0.9000000000000021,-6.0,-88.66999999999996
10195,0,0,-1.0,-0.9000000000000021,-6.0,-91.66999999999996
8452,0,0,-1.0,-0.9000000000000021,-6.0,-87.66999999999996
6372,0,0,-1.0,-0.9000000000000021,-6.0,-90.16999999999996
11969,0,0,-1.8999999999999986,-1.7600000000000016,0.0,-196.5
854,0,0,-2.0,-1.6700000000000017,0.0,-197.5
8145,0,0,-2.0,-1.6700000000000017,0.0,-199.0
8844,0,0,-1.9499999999999993,-1.620000000000001,0.0,-201.0
154,0,0,-2.0,-1.6700000000000017,0.0,-200.5
996,0,0,-2.0,-1.6033333333333069,0.0,-202.16666666666703
5047,0,0,-1.9499999999999993,-1.5700000000000003,0.0,-201.0
6053,0,0,-1.966666666666697,-1.5700000000000003,0.0,-205.16666666666703
9442,0,0,-2.0,-1.5700000000000003,0.0,-200.5
3108,0,0,-2.0,-1.5150000000000006,0.0,-198.0
7171,0,0,-2.0,-1.4600000000000009,0.0,-199.5
4750,0,0,-2.0,-1.5150000000000006,0.0,-200.5
1904,0,0,-2.0,-1.4600000000000009,0.0,-198.5
11966,0,0,-2.0,-1.4600000000000009,0.0,-201.5
3143,0,0,-2.0,-1.4600000000000009,0.0,-199.5
7522,0,0,-2.0,-1.4600000000000009,0.0,-193.5
4145,0,0,-2.0,-1.4600000000000009,0.0,-197.0
8245,0,0,-2.0,-1.4600000000000009,0.0,-199.5
6459,0,0,-2.0,-1.4600000000000009,0.0,-198.83333333333297
11216,0,0,-1.9499999999999993,-1.4600000000000009,0.0,-198.0
5237,0,0,-2.0,-1.5700000000000003,0.0,-197.5
